question,Canada leading at halftime?,Canada vs. Morocco: 1st Half O/U 0.5,Canada vs. Morocco: 1st Half O/U 1.5,Canada vs. Morocco: Both Teams to Score,Canada vs. Morocco: Canada O/U 0.5,Canada vs. Morocco: Canada O/U 1.5,Canada vs. Morocco: Canada O/U 2.5,Canada vs. Morocco: Draw at halftime?,Canada vs. Morocco: Morocco O/U 0.5,Canada vs. Morocco: Morocco O/U 1.5,Canada vs. Morocco: Morocco O/U 2.5,Canada vs. Morocco: O/U 0.5,Canada vs. Morocco: O/U 1.5,Canada vs. Morocco: O/U 2.5,Canada vs. Morocco: O/U 3.5,Canada vs. Morocco: O/U 4.5,Canada vs. Morocco: O/U 5.5,Canada vs. Morocco: Team to Advance,Detroit Tigers vs. Texas Rangers,Detroit Tigers vs. Texas Rangers: O/U 8.5,Exact Score: Canada 0 - 0 Morocco?,Exact Score: Canada 0 - 1 Morocco?,Exact Score: Canada 0 - 2 Morocco?,Exact Score: Canada 0 - 3 Morocco?,Exact Score: Canada 1 - 0 Morocco?,Exact Score: Canada 1 - 1 Morocco?,Exact Score: Canada 1 - 2 Morocco?,Exact Score: Canada 1 - 3 Morocco?,Exact Score: Canada 2 - 0 Morocco?,Exact Score: Canada 2 - 1 Morocco?,Exact Score: Canada 2 - 2 Morocco?,Exact Score: Canada 2 - 3 Morocco?,Exact Score: Canada 3 - 1 Morocco?,Exact Score: Canada 3 - 2 Morocco?,Exact Score: Canada 3 - 3 Morocco?,Exact Score: Paraguay 0 - 0 France?,Exact Score: Paraguay 0 - 1 France?,Exact Score: Paraguay 0 - 2 France?,Exact Score: Paraguay 0 - 3 France?,Exact Score: Paraguay 1 - 0 France?,Exact Score: Paraguay 1 - 1 France?,Exact Score: Paraguay 1 - 2 France?,Exact Score: Paraguay 1 - 3 France?,Exact Score: Paraguay 2 - 0 France?,Exact Score: Paraguay 2 - 2 France?,Exact Score: Paraguay 2 - 3 France?,France leading at halftime?,Liaoning Tieren FC vs. Chongqing Tonglianglong FC: O/U 2.5,Minnesota Twins vs. New York Yankees,Morocco leading at halftime?,Paraguay leading at halftime?,Paraguay vs. France: 1st Half O/U 0.5,Paraguay vs. France: 1st Half O/U 1.5,Paraguay vs. France: 1st Half O/U 2.5,Paraguay vs. France: Both Teams to Score,Paraguay vs. France: Draw at halftime?,Paraguay vs. France: France O/U 0.5,Paraguay vs. France: France O/U 1.5,Paraguay vs. France: France O/U 2.5,Paraguay vs. France: O/U 0.5,Paraguay vs. France: O/U 1.5,Paraguay vs. France: O/U 2.5,Paraguay vs. France: O/U 3.5,Paraguay vs. France: O/U 4.5,Paraguay vs. France: O/U 5.5,Paraguay vs. France: O/U 6.5,Paraguay vs. France: Paraguay O/U 2.5,Paraguay vs. France: Team to Advance,Pittsburgh Pirates vs. Washington Nationals: O/U 10.5,Pittsburgh Pirates vs. Washington Nationals: O/U 9.5,Quito: Samuel Heredia vs Matheus Pucinelli de Almeida,Spread: Canada (-1.5),Spread: Canada (-2.5),Spread: Detroit Tigers (-1.5),Spread: France (-1.5),Spread: France (-2.5),Spread: Morocco (-1.5),Spread: Morocco (-2.5),Spread: Paraguay (-1.5),Spread: Seattle Mariners (-1.5),Toronto Blue Jays vs. Seattle Mariners,Toronto Blue Jays vs. Seattle Mariners: O/U 7.5,Will Beijing Guoan FC win on 2026-07-04?,Will Canada vs. Morocco end in a draw?,Will Canada win on 2026-07-04?,Will France win on 2026-07-04?,Will Morocco win on 2026-07-04?,Will Paraguay vs. France end in a draw?,Will Paraguay win on 2026-07-04?,Will Shanghai Haigang FC win on 2026-07-04?,Wimbledon ATP: Alex de Minaur vs Zachary Svajda,Wimbledon ATP: Frances Tiafoe vs Alexander Bublik,Wimbledon ATP: Grigor Dimitrov vs Matteo Berrettini,Wimbledon ATP: Zizou Bergs vs Arthur Fery,Wimbledon WTA: Emma Navarro vs Marta Kostyuk,Wimbledon WTA: Liudmila Samsonova vs Marie Bouzkova
Exact Score: Canada 1 - 0 Morocco?,0.42803054166882765,0.45487915048688177,-0.03986652557207335,0.1904354345116536,-0.022895059655140552,-0.022895059655140552,0.34411188888719835,0.4658028241893456,0.24468757333431176,0.32640314208650095,-0.022895059655140552,0.37001842072563185,0.5237486468305586,0.10847039737557251,0.22177378501759198,0.15024319947101408,0.1623932423109907,0.13419103787566494,-0.09206673794747214,-0.05174243313826492,0.22885799971422058,0.09475860972042625,-0.0048222732467655335,-0.0816807704729695,1.0,-0.01967418167295532,0.08658282019329692,-0.03246450270938359,0.36608827901536534,0.1833708027302108,0.2318845113110428,0.17273888416255362,0.3690923614795232,0.24781435965369009,0.11881788013637547,-0.07016742861725796,-0.06155070745287097,-0.06155070745287097,-0.0659770890216489,-0.03246450270938359,-0.05174243313826492,-0.07416217846615397,-0.0659770890216489,-0.05174243313826492,-0.05174243313826492,-0.022895059655140552,-0.1460693566290967,-0.022895059655140552,0.021134913831182933,0.39382449302021433,-0.0659770890216489,-0.12215647045974999,-0.11073247024675316,-0.0659770890216489,-0.08870321726492608,-0.05683260330686435,-0.03986652557207335,-0.05174243313826492,-0.07416217846615397,-0.03986652557207335,-0.07799181244596506,-0.07799181244596506,-0.07016742861725796,-0.03986652557207335,-0.05683260330686435,-0.046156597393873,-0.046156597393873,-0.051743623207681874,0.2695529693027011,0.3398213990420134,-0.03246450270938359,0.2864253993837926,-0.022895059655140552,-0.022895059655140552,-0.12765355717297078,-0.06597732995595514,-0.08524556402043072,0.3116920531619405,-0.022895059655140552,-0.03246450270938359,-0.07016834459927732,-0.06597732995595514,-0.022895059655140552,0.01987766796312641,0.18249791531714998,-0.06597805277471133,0.029701633625060578,-0.03986652557207335,-0.10776805420663771,-0.022895059655140552,-0.022895059655140552,0.002552539053442256,-0.10352257324094755,0.23703120584145512,-0.03246450270938359,-0.022895059655140552
Exact Score: Canada 1 - 1 Morocco?,-0.0500609761189425,-0.07902563072261637,-0.038570996058027635,0.2450707617249761,-0.02215104634865242,0.22981710586726886,-0.04465698071503885,-0.06788722051299236,-0.038570996058027635,-0.031409514324634916,0.24643039062875818,-0.019295797212186404,0.3820836915143258,0.228627205330694,0.3873930732884974,0.2873749667382897,-0.031409514324634916,0.48603440389990193,-0.08907487511113771,-0.0500609761189425,0.09693330880799678,0.5575703489498086,0.4102577792106411,0.24710564068229626,-0.01967418167295532,1.0,0.2845369681564027,0.14823961257975846,0.05965301895699556,-0.0500609761189425,0.04349820717744977,0.18619239768682874,-0.05498599755922208,-0.038570996058027635,0.09976928940671037,-0.06788722051299236,-0.05955051413350515,-0.05955051413350515,-0.06383305302022109,-0.031409514324634916,-0.0500609761189425,-0.07175215427542961,-0.06383305302022109,-0.0500609761189425,-0.0500609761189425,-0.02215104634865242,-0.14132258825901267,-0.02215104634865242,-0.06788722051299236,-0.06383305302022109,-0.06383305302022109,-0.11818679137331566,-0.10713403317933161,-0.06383305302022109,-0.0858206576661528,-0.05498573268326349,-0.038570996058027635,-0.0500609761189425,-0.07175215427542961,-0.038570996058027635,-0.07545733788547201,-0.07545733788547201,-0.06788722051299236,-0.038570996058027635,-0.05498573268326349,-0.044656661461819354,-0.044656661461819354,-0.050062127515060714,-0.038570996058027635,-0.031409514324634916,-0.031409514324634916,0.02167122912319509,0.2519681522159213,-0.02215104634865242,-0.12350524104766605,-0.06383328612496356,0.22634150912911244,0.27625940438965507,-0.02215104634865242,-0.031409514324634916,-0.06788810672864198,-0.06383328612496356,-0.02215104634865242,0.36181333916224173,0.3079435010703989,-0.06383398545451373,0.3142507947382807,-0.038570996058027635,-0.10426595080302985,-0.02215104634865242,-0.02215104634865242,-0.11378656112923372,-0.14867314422487454,-0.02215104634865242,-0.031409514324634916,-0.02215104634865242
Exact Score: Canada 1 - 2 Morocco?,0.05843840728709282,0.06567263517069308,0.1047471527158001,0.3739596626256601,-0.02289501834826318,-0.02289501834826318,0.08074574585906943,0.09944068209631012,0.10476369652891164,0.1431951765690517,-0.02289501834826318,0.22766603881154965,0.06095804391726087,0.43309747902112355,0.4574901479795265,0.20373420288608296,-0.03246444413747976,0.4095635759102689,-0.09206657184222883,-0.05174233978544677,0.07742313502768279,0.21706443694928224,0.4739989648443789,0.29797877693705715,0.08658282019329692,0.2845369681564027,1.0,0.326705675923209,-0.05683277454261345,-0.05174233978544677,0.14417634032985802,0.18084535553146905,-0.05683277454261345,-0.03986645364556571,0.0954826173733302,-0.07016730202237621,-0.061550596404131054,-0.061550596404131054,-0.06597696998690661,-0.03246444413747976,-0.05174233978544677,-0.07416204466401245,-0.06597696998690661,-0.05174233978544677,-0.05174233978544677,-0.02289501834826318,-0.14606909309324692,-0.02289501834826318,-0.07016730202237621,-0.06597696998690661,-0.06597696998690661,-0.12215625006712287,-0.110732270465113,-0.06597696998690661,-0.0887030572280896,-0.056832500770447714,-0.03986645364556571,-0.05174233978544677,-0.07416204466401245,-0.03986645364556571,-0.07799167173446304,-0.07799167173446304,-0.07016730202237621,-0.03986645364556571,-0.056832500770447714,-0.04615651411892472,-0.04615651411892472,-0.05174352985271661,0.10012315695112092,0.13944655883640156,-0.03246444413747976,-0.07016730202237621,0.2531919676160869,-0.02289501834826318,-0.12765332686259326,-0.06597721092077816,0.27669400120269316,0.11605566750042759,-0.02289501834826318,-0.03246444413747976,-0.07016821800274298,-0.06597721092077816,-0.02289501834826318,0.36254789628314676,0.0850600519011972,-0.06597793373823026,0.38847306567403345,-0.03986645364556571,-0.10776785977334655,-0.02289501834826318,-0.02289501834826318,-0.035201930950458905,-0.15366652714035597,-0.02289501834826318,-0.03246444413747976,-0.02289501834826318
Exact Score: Canada 1 - 3 Morocco?,-0.017045674606016355,-0.026908088720292076,-0.013133356538493462,-0.048959721468367794,-0.007542392448457355,-0.007542392448457355,-0.015205623644794797,-0.023115479570792494,-0.013133356538493462,-0.010694884563150747,-0.007542392448457355,-0.03246444413747976,-0.0530829334844571,0.18467085453331714,0.08319752807977993,-0.028082652925034784,-0.010694884563150747,0.21647614567925139,-0.030329838817135555,-0.017045674606016355,-0.01520551493963325,-0.04556441432023215,0.22649672270991902,0.39453725121632655,-0.03246450270938359,0.14823961257975846,0.326705675923209,1.0,-0.018722635772318783,-0.017045674606016355,-0.0202768456637547,-0.017045674606016355,-0.018722635772318783,-0.013133356538493462,-0.013133356538493462,-0.023115479570792494,-0.0202768456637547,-0.0202768456637547,-0.021735042646912395,-0.010694884563150747,-0.017045674606016355,-0.024431482741241732,-0.021735042646912395,-0.017045674606016355,-0.017045674606016355,-0.007542392448457355,-0.04812009354790912,-0.007542392448457355,-0.023115479570792494,-0.021735042646912395,-0.021735042646912395,-0.04024239526796578,-0.03647895047963406,-0.021735042646912395,-0.029221783482124907,-0.018722545582519238,-0.013133356538493462,-0.017045674606016355,-0.024431482741241732,-0.013133356538493462,-0.02569309126486039,-0.02569309126486039,-0.023115479570792494,-0.013133356538493462,-0.018722545582519238,-0.01520551493963325,-0.01520551493963325,-0.017046066654376083,-0.013133356538493462,-0.010694884563150747,-0.010694884563150747,-0.023115479570792494,-0.007542392448457355,-0.007542392448457355,-0.04205331805824567,-0.02173512201866854,-0.028082717757314253,-0.030331740737927892,-0.007542392448457355,-0.010694884563150747,-0.02311578132566756,-0.02173512201866854,-0.007542392448457355,0.3293387806478554,-0.04294470584119298,-0.021735360139154378,0.09121823276290901,-0.013133356538493462,-0.035502373458572115,-0.007542392448457355,-0.007542392448457355,0.042926138519105664,-0.05062294496793933,-0.007542392448457355,-0.010694884563150747,-0.007542392448457355
Exact Score: Canada 2 - 0 Morocco?,0.3441701549354916,0.19763083011705299,-0.02299146376814882,0.0796609734750363,-0.013203832713716807,-0.013203832713716807,0.39476942238894913,0.23237806591691315,-0.02299146376814882,-0.018722635772318783,-0.013203832713716807,0.05002864321963638,0.2519171894612824,0.18913157010793175,0.08555211066033255,0.06190095956869327,-0.018722635772318783,0.011303499705691953,-0.05309590036744381,-0.029840430278369277,-0.026619017368938798,0.06196291283045835,-0.082759697081069,-0.04710619869515984,0.36608827901536534,0.05965301895699556,-0.05683277454261345,-0.018722635772318783,1.0,-0.029840430278369277,0.13279837700336197,0.15705434221641904,0.135671275109591,-0.02299146376814882,-0.02299146376814882,-0.04046632781784083,-0.035496969951600746,-0.035496969951600746,-0.03804971288573415,-0.018722635772318783,-0.029840430278369277,-0.042770143991830385,-0.03804971288573415,-0.029840430278369277,-0.029840430278369277,-0.013203832713716807,-0.08423980450724858,-0.013203832713716807,0.10481754283680583,0.2615833877047473,-0.03804971288573415,-0.070448980048256,-0.06386063347891184,-0.03804971288573415,-0.051156120996242525,-0.032775987398677896,-0.02299146376814882,-0.029840430278369277,-0.042770143991830385,-0.02299146376814882,-0.04497873602809694,-0.04497873602809694,-0.04046632781784083,-0.02299146376814882,-0.032775987398677896,-0.026619017368938798,-0.026619017368938798,-0.029841116604490976,-0.02299146376814882,-0.018722635772318783,-0.018722635772318783,0.10325535067922899,-0.013203832713716807,-0.013203832713716807,-0.07361921041530665,-0.038049851835198475,0.0668099712842642,0.060703564058938085,-0.013203832713716807,-0.018722635772318783,-0.04046685607474581,-0.038049851835198475,-0.013203832713716807,0.03425581645881233,0.0944339468543462,-0.03805026869272507,0.0519755951483777,-0.02299146376814882,-0.0621510221445402,-0.013203832713716807,-0.013203832713716807,0.05789881547911939,-0.08862133618744199,-0.013203832713716807,-0.018722635772318783,-0.013203832713716807
Exact Score: Canada 2 - 1 Morocco?,-0.02716766329346826,0.0970430730520009,-0.020932149451270466,-0.0780327712770683,-0.01202118327394114,-0.01202118327394114,0.19875232761160005,0.11942725453975413,-0.020932149451270466,0.3068041051573886,-0.01202118327394114,0.2911034020845471,0.2361626942664871,-0.08068439016744795,0.10563008087578113,0.22793899536566853,0.6273169010032136,0.02077914198874416,-0.048340172376531855,-0.02716766329346826,0.2108811233591929,0.1814503168049538,-0.001048600543648976,-0.042886960182775664,0.1833708027302108,-0.0500609761189425,-0.05174233978544677,-0.017045674606016355,-0.029840430278369277,1.0,-0.03231755435787069,-0.02716766329346826,0.5362488469759931,0.23996291258070201,0.5093194360839817,-0.036841813560413814,-0.03231755435787069,-0.03231755435787069,-0.03464165155963217,-0.017045674606016355,-0.02716766329346826,-0.038939280035297855,-0.03464165155963217,-0.02716766329346826,-0.02716766329346826,-0.01202118327394114,-0.07669455914043834,-0.01202118327394114,-0.036841813560413814,0.13150997351341842,-0.03464165155963217,-0.06413896017801911,-0.058140722901046424,-0.03464165155963217,-0.04657413642032069,-0.02984028653245348,-0.020932149451270466,-0.02716766329346826,-0.038939280035297855,-0.020932149451270466,-0.04095005146969703,-0.04095005146969703,-0.036841813560413814,-0.020932149451270466,-0.02984028653245348,-0.024234787981811664,-0.024234787981811664,-0.0271682881462874,-0.020932149451270466,0.2999677975640762,-0.017045674606016355,0.2775936435499116,-0.01202118327394114,-0.01202118327394114,-0.06702523729839939,-0.03464177806358089,0.22659876517039043,0.08112108944730059,-0.01202118327394114,-0.017045674606016355,-0.036842294502062195,-0.03464177806358089,-0.01202118327394114,0.055647997696401885,0.10045464219930804,-0.03464215758374257,0.1540670135147809,-0.020932149451270466,-0.05658423914187711,-0.01202118327394114,-0.01202118327394114,-0.07684053254077369,-0.08068364295346384,-0.01202118327394114,-0.017045674606016355,-0.01202118327394114
Exact Score: Canada 2 - 2 Morocco?,-0.03231755435787069,-0.05101608707099896,-0.024900039079958226,0.14546434602808653,-0.01429991382420151,-0.01429991382420151,0.16875710681969483,-0.04382553256493972,0.42330066435928987,-0.0202768456637547,-0.01429991382420151,0.12470762205059126,0.23089463017137646,0.19985749484360096,0.33044835055767463,0.17265042905318212,-0.0202768456637547,0.17790997893788255,-0.057503515542428156,-0.03231755435787069,-0.02882872441009571,0.05773268280367585,0.21379223046164797,-0.051016594691230426,0.2318845113110428,0.04349820717744977,0.14417634032985802,-0.0202768456637547,0.13279837700336197,-0.03231755435787069,1.0,-0.03231755435787069,-0.035496969951600746,0.19682888034633647,-0.024900039079958226,-0.04382553256493972,-0.03844365665136282,-0.03844365665136282,-0.041208308761467555,-0.0202768456637547,-0.03231755435787069,-0.0463205939209222,-0.041208308761467555,-0.03231755435787069,-0.03231755435787069,-0.01429991382420151,-0.09123274818301921,-0.01429991382420151,-0.04382553256493972,-0.041208308761467555,-0.041208308761467555,-0.07629711505254073,-0.06916185438783069,-0.041208308761467555,-0.055402710537732366,-0.03549679895726836,-0.024900039079958226,-0.03231755435787069,-0.0463205939209222,-0.024900039079958226,-0.04871252636025248,-0.04871252636025248,-0.04382553256493972,-0.024900039079958226,-0.03549679895726836,-0.02882872441009571,-0.02882872441009571,-0.03231829765753287,-0.024900039079958226,-0.0202768456637547,-0.0202768456637547,0.08213008597077895,0.36362638010112414,-0.01429991382420151,-0.0797305136750934,-0.04120845924545268,0.0618708547663539,0.13655949101358933,-0.01429991382420151,-0.0202768456637547,-0.04382610467368889,-0.04120845924545268,-0.01429991382420151,0.13823362510325743,0.14883138395943163,-0.041208910707299894,0.11565334660563605,-0.024900039079958226,-0.06731032420834004,-0.01429991382420151,-0.01429991382420151,0.028156098732413593,-0.09597800108066346,-0.01429991382420151,-0.0202768456637547,-0.01429991382420151
Exact Score: Canada 2 - 3 Morocco?,-0.02716766329346826,-0.04288653345322253,-0.020932149451270466,0.20060851222038148,-0.01202118327394114,-0.01202118327394114,-0.024234961237801552,-0.036841813560413814,-0.020932149451270466,0.3068221429082944,-0.01202118327394114,0.3140549061810982,0.09437644451390995,0.0983096546347429,0.11226206867682793,0.08251462313254897,-0.017045674606016355,0.12200850185426328,-0.048340172376531855,-0.02716766329346826,0.19875090672914328,0.26304048945101977,0.1656160665091307,0.08865574255772726,0.17273888416255362,0.18619239768682874,0.18084535553146905,-0.017045674606016355,0.15705434221641904,-0.02716766329346826,-0.03231755435787069,1.0,-0.029840430278369277,-0.020932149451270466,-0.020932149451270466,-0.036841813560413814,-0.03231755435787069,-0.03231755435787069,-0.03464165155963217,-0.017045674606016355,-0.02716766329346826,-0.038939280035297855,-0.03464165155963217,-0.02716766329346826,-0.02716766329346826,-0.01202118327394114,-0.07669455914043834,-0.01202118327394114,-0.036841813560413814,-0.03464165155963217,-0.03464165155963217,-0.06413896017801911,-0.058140722901046424,-0.03464165155963217,-0.04657413642032069,-0.02984028653245348,-0.020932149451270466,-0.02716766329346826,-0.038939280035297855,-0.020932149451270466,-0.04095005146969703,-0.04095005146969703,-0.036841813560413814,-0.020932149451270466,-0.02984028653245348,-0.024234787981811664,-0.024234787981811664,-0.0271682881462874,-0.020932149451270466,-0.017045674606016355,-0.017045674606016355,0.12785690406221917,-0.01202118327394114,-0.01202118327394114,-0.06702523729839939,-0.03464177806358089,0.08814016121878102,0.2016568106419506,-0.01202118327394114,-0.017045674606016355,-0.036842294502062195,-0.03464177806358089,-0.01202118327394114,0.05931392332016937,0.1183654405355085,-0.03464215758374257,0.16354687816877644,-0.020932149451270466,-0.05658423914187711,-0.01202118327394114,-0.01202118327394114,0.06192124619808887,-0.08068364295346384,-0.01202118327394114,-0.017045674606016355,-0.01202118327394114
Exact Score: Canada 3 - 1 Morocco?,0.15518076317248616,0.20010935030138371,-0.02299146376814882,0.07088485603616435,-0.013203832713716807,-0.013203832713716807,0.17858812341519995,0.2412437046588975,-0.02299146376814882,0.28235848058041957,-0.013203832713716807,0.15782459721645456,0.2826513897792415,-0.019055939264649338,0.07730508409481006,0.20291722809157678,0.2855614711799168,0.09782420379203817,-0.05309590036744381,-0.029840430278369277,0.19196677605218826,0.15396109287699908,-0.013684918110674337,-0.04710619869515984,0.3690923614795232,-0.05498599755922208,-0.05683277454261345,-0.018722635772318783,0.135671275109591,0.5362488469759931,-0.035496969951600746,-0.029840430278369277,1.0,0.21710105293592374,0.22480542351078844,-0.04046632781784083,-0.035496969951600746,-0.035496969951600746,-0.03804971288573415,-0.018722635772318783,-0.029840430278369277,-0.042770143991830385,-0.03804971288573415,-0.029840430278369277,-0.029840430278369277,-0.013203832713716807,-0.08423980450724858,-0.013203832713716807,0.10637973499438268,0.2630932969462447,-0.03804971288573415,-0.070448980048256,-0.06386063347891184,-0.03804971288573415,-0.051156120996242525,-0.032775987398677896,-0.02299146376814882,-0.029840430278369277,-0.042770143991830385,-0.02299146376814882,-0.04497873602809694,-0.04497873602809694,-0.04046632781784083,-0.02299146376814882,-0.032775987398677896,-0.026619017368938798,-0.026619017368938798,-0.029841116604490976,-0.02299146376814882,0.27301367295508233,-0.018722635772318783,0.24449496752492036,-0.013203832713716807,-0.013203832713716807,-0.07361921041530665,-0.038049851835198475,0.06612633126663048,0.16359307714042523,-0.013203832713716807,-0.018722635772318783,-0.04046685607474581,-0.038049851835198475,-0.013203832713716807,0.047809904185470875,0.102095872739931,-0.03805026869272507,0.11614958648315914,-0.02299146376814882,-0.0621510221445402,-0.013203832713716807,-0.013203832713716807,-0.07372579210825848,-0.08862133618744199,-0.013203832713716807,-0.018722635772318783,-0.013203832713716807
Exact Score: Canada 3 - 2 Morocco?,-0.020932149451270466,0.15247284347908993,-0.01612780885559875,-0.06012271327218285,-0.009262084933588906,-0.009262084933588906,0.276959844750971,0.17879273573270862,0.32251825163553616,-0.013133356538493462,-0.009262084933588906,0.10167000347705117,0.2218279532628758,0.034723202438959606,0.17732815752645403,-0.03448559834689723,-0.013133356538493462,0.05738068536185812,-0.03724515066884743,-0.020932149451270466,-0.01867242679193166,0.1883540236601617,0.05856533179360236,-0.033043558084451745,0.24781435965369009,-0.038570996058027635,-0.03986645364556571,-0.013133356538493462,-0.02299146376814882,0.23996291258070201,0.19682888034633647,-0.020932149451270466,0.21710105293592374,1.0,-0.01612780885559875,-0.028385891682036344,-0.024900039079958226,-0.024900039079958226,-0.026690710196610616,-0.013133356538493462,-0.020932149451270466,-0.030001948287532405,-0.026690710196610616,-0.020932149451270466,-0.020932149451270466,-0.009262084933588906,-0.05909164717942186,-0.009262084933588906,-0.028385891682036344,0.19359002766060168,-0.026690710196610616,-0.04941780548414575,-0.044796281808388155,-0.026690710196610616,-0.03588445474986432,-0.022991353014752035,-0.01612780885559875,-0.020932149451270466,-0.030001948287532405,-0.01612780885559875,-0.03155120807195076,-0.03155120807195076,-0.028385891682036344,-0.01612780885559875,-0.022991353014752035,-0.01867242679193166,-0.01867242679193166,-0.020932630888060008,-0.01612780885559875,0.4071572155796086,-0.013133356538493462,-0.028385891682036344,-0.009262084933588906,-0.009262084933588906,-0.051641625154941945,-0.026690807665411372,-0.03448567796116856,-0.03724748623439058,-0.009262084933588906,-0.013133356538493462,-0.028386262238103404,-0.026690807665411372,-0.009262084933588906,-0.04113454152224999,-0.05273625254417441,-0.026691100078220616,0.05279210104949769,-0.01612780885559875,-0.043597041729715645,-0.009262084933588906,-0.009262084933588906,-0.016114820135038226,-0.06216515768512549,-0.009262084933588906,-0.013133356538493462,-0.009262084933588906
Exact Score: Canada 3 - 3 Morocco?,-0.020932149451270466,-0.03304322929773627,-0.01612780885559875,-0.06012271327218285,-0.009262084933588906,-0.009262084933588906,-0.018672560282259283,-0.028385891682036344,-0.01612780885559875,0.398378481667635,-0.009262084933588906,0.2665249651804025,0.13130329381784425,0.05364642916495347,0.18197909814634536,0.47237456555322566,0.8186227280131145,0.17410871919938758,-0.03724515066884743,-0.020932149451270466,0.2800864018789749,0.0720322271355294,0.03635667291573599,-0.033043558084451745,0.11881788013637547,0.09976928940671037,0.0954826173733302,-0.013133356538493462,-0.02299146376814882,0.5093194360839817,-0.024900039079958226,-0.020932149451270466,0.22480542351078844,-0.01612780885559875,1.0,-0.028385891682036344,-0.024900039079958226,-0.024900039079958226,-0.026690710196610616,-0.013133356538493462,-0.020932149451270466,-0.030001948287532405,-0.026690710196610616,-0.020932149451270466,-0.020932149451270466,-0.009262084933588906,-0.05909164717942186,-0.009262084933588906,-0.028385891682036344,-0.026690710196610616,-0.026690710196610616,-0.04941780548414575,-0.044796281808388155,-0.026690710196610616,-0.03588445474986432,-0.022991353014752035,-0.01612780885559875,-0.020932149451270466,-0.030001948287532405,-0.01612780885559875,-0.03155120807195076,-0.03155120807195076,-0.028385891682036344,-0.01612780885559875,-0.022991353014752035,-0.01867242679193166,-0.01867242679193166,-0.020932630888060008,-0.01612780885559875,-0.013133356538493462,-0.013133356538493462,0.3774272264389277,-0.009262084933588906,-0.009262084933588906,-0.051641625154941945,-0.026690807665411372,0.1406609561663998,0.13255813208025094,-0.009262084933588906,-0.013133356538493462,-0.028386262238103404,-0.026690807665411372,-0.009262084933588906,-0.04113454152224999,0.07646690183716899,-0.026691100078220616,0.04111502701595199,-0.01612780885559875,-0.043597041729715645,-0.009262084933588906,-0.009262084933588906,-0.09309806676655354,-0.06216515768512549,-0.009262084933588906,-0.013133356538493462,-0.009262084933588906
Exact Score: Paraguay 0 - 0 France?,-0.036841813560413814,-0.05815802605724828,-0.028385891682036344,-0.1058195097582555,-0.016301813967952983,-0.016301813967952983,-0.03286480378979096,-0.04996083806540043,-0.028385891682036344,-0.023115479570792494,-0.016301813967952983,-0.07016730202237621,-0.11473124906326392,-0.10941534528291491,-0.0947228915938033,-0.060696680375487644,-0.023115479570792494,-0.0908940414978659,-0.06555365468632822,-0.036841813560413814,-0.03286456883896693,-0.09848103382091697,-0.10217739160374101,-0.05815860474119571,-0.07016742861725796,-0.06788722051299236,-0.07016730202237621,-0.023115479570792494,-0.04046632781784083,-0.036841813560413814,-0.04382553256493972,-0.036841813560413814,-0.04046632781784083,-0.028385891682036344,-0.028385891682036344,1.0,0.21616841799542072,0.3492424189936063,0.07052796767466263,-0.023115479570792494,0.12111664987056675,0.490116626831971,0.32508456485499904,0.2808857985535465,-0.036841813560413814,-0.016301813967952983,0.39724449800042977,-0.016301813967952983,-0.04996083806540043,-0.04697721899739643,0.3209143355377699,0.3520670641380309,0.29941816026740503,0.4472916160387023,0.21461350634778006,0.37758081860396264,-0.028385891682036344,0.2791617489595377,0.0574927788759064,0.1660432817379551,0.0504836190811599,0.16213225319133945,0.4213922067750147,-0.028385891682036344,0.3851855651132811,0.13684876019188874,0.1498322935603695,0.4159300329983954,-0.028385891682036344,-0.023115479570792494,-0.023115479570792494,-0.04996083806540043,-0.016301813967952983,-0.016301813967952983,0.10682570947016656,-0.04697739054821561,-0.06069682050128542,-0.06555776541898371,-0.016301813967952983,-0.023115479570792494,-0.04996149026586213,0.07697001026330212,-0.016301813967952983,-0.07239921123169,-0.09281890465336082,0.08361984274278714,-0.11296888456545864,0.17452066737844565,0.512155681801234,-0.016301813967952983,-0.016301813967952983,-0.1638580704114047,-0.10941433199303438,-0.016301813967952983,-0.023115479570792494,-0.016301813967952983
