condition_id,category,winner_token,redeem_qty,redeem_payout_usdc,cost_basis_of_redeemed_qty,qty0_at_resolution,qty1_at_resolution,matched_at_resolution,unmatched_winner_qty_at_resolution,unmatched_loser_qty_at_resolution,ambiguous_complete_set_vs_winner_residual
0xa59977d4e9b8830732c4ec9d1065bb356fbffca61d04a0a10589367e831f0569,Sports,25909511714273302300314178830582551389129649523383580448382744700800413038628,23.561404,0.000000,3.573865,0.000000,23.561404,0.000000,0.000000,23.561404,0
0xba50427812d6dcabaa4ba27587be30946a413c22d3628cab58c1c27de9f01d49,Sports,88667746918605222210551597202357881640490687503838086039488450466635332537047,11.286148,11.286148,9.964839,11.286148,0.000000,0.000000,11.286148,0.000000,0
0x7c8078d53c1b3b684f2103e1c3071e7584bf8e91804a0b2b7d8549b505511d92,Sports,83447856458767065255468740785160611635219975996870524069921820983341329751042,406.186687,191.692306,191.486689,214.494381,191.692306,191.692306,0.000000,22.802075,1
0x81efe9594cc44b9bff2947a1b4cf2fbcc9e5d4b6e0a31c8288025a10445cf034,Sports,36096236506614613511922115931671200630374775264058777193624085258932731832111,162.756067,78.000000,81.527678,78.000000,84.756067,78.000000,0.000000,6.756067,1
0x1e4f51ff4728d1948e37cf79651b58259d11182c94a4144018d9a9ff25b617f4,Sports,80262807949398726296034941007078989804518611757882966841953744838223355322179,71.675293,40.000000,37.351294,31.675293,40.000000,31.675293,8.324707,0.000000,1
0xabd0f9e08524d93bde8f6788e101029a597f00833c0f6e2dbc106c7a9aabc280,Sports,25742528493779133876946249282968821890531153867875717469453206336995417253049,39.290000,0.000000,18.073400,0.000000,39.290000,0.000000,0.000000,39.290000,0
0xb5bc8fc8a8a38bfdcaca9bb62ac2dca9addac5a2a9136c584c776dc4db2bed60,Sports,6847071487059339666394031208398588495837686388269087817325161049157330347364,2.127658,0.000000,1.127659,0.000000,2.127658,0.000000,0.000000,2.127658,0
0x16d512229c78a59e7b25c911f992702ef9a7a8326304217cbc6bd42c317db0ee,Sports,78400604632123979017700239694828258849359226758508043360924921238791286822443,20.000000,20.000000,10.000000,0.000000,20.000000,0.000000,20.000000,0.000000,0
0x053019e67579415febbef2932835d26e3969c0763e3effa1bfcd8ba0563bd6f8,Sports,71301849744419550377531541395542514161933951769178459192877400579114249013628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0x71fd3d3a6e9f202189d3c8447f4be6407e7e723e5c4d600ba73b8fa491f4cb9a,Sports,12168308558006615401816128805374719569880833123529249348945180313953773922242,0.000000,5.003124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0x34b6722a4fe89bddf49075a9a67f6a5df09f47e2c2ddf8d09c3941d08d03ef36,Sports,35293285712316263480922850727860278594427367754107966261431379465188133564914,0.000000,18.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0x56a2153f36dd503ea24006378db098f9e0e85bfed8e1b8bbae37f9b2db0b880c,Sports,100222201303330309161300981723911349511612577365358701711894000452660724071430,0.000000,26.666665,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0x02b0b905ffc73d27720f8b86e0cecdec10ad33d0e58359295f1929dc0594c292,Sports,17252096488751588460925703235612559377519377530375086485570980715238344389308,0.000000,70.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0xd3db6b32d51c1924e010b7cf683970817b1ea1f4a56f570b036f25d6e14a8f4a,Sports,81264488131292900129782958678895908535633859442079442739341543998976282935001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0xced6064c297fdf13140a64f23db982f94fbb6623e7a352e31378bf97e4c742ea,Sports,40952161658527535373463936943432104875268438448624369871211767378059775297973,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0xffeb34053798fe166d9ebfb65f2f488f8778e0ccb102c036d71e268ca4ddb969,Sports,35503755783025275139803359800225447402737136781141524190385989543573037530035,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0x7da240dee90c0f57911e0fee6d1fb75142350b2adcc1d064b6f77e532eaee36b,Sports,68020404588307360049194684091495901236116660261094474545968029415754363475311,15.338161,15.338161,12.715128,0.000000,15.338161,0.000000,15.338161,0.000000,0
0x58e6dabcbe0b32490a7280dfe1c3cce28f10aa76dbae3740c2863742f5fc4679,Sports,101393174109748408035025635231172891508670451994879607559773565350110378649757,0.000000,1.711894,0.000000,-468.488106,-347.058304,0.000000,0.000000,121.429802,0
0x95582a77d43bbc9f57ddbdf6e41611162442c67f9c36774eeceba90584bf5638,Sports,72225152428990607193577628828059280844738605872590512403170060133674360740517,40.000000,40.000000,16.800000,0.000000,40.000000,0.000000,40.000000,0.000000,0
0xc45f6f5fcbc814bdcaf46b16eccfec63cef615cc364d75ad3f49f74e0afd3615,Sports,57488038944206426560126973132729839587970905415200897549330582130866496204373,0.000000,-802.947438,0.000000,-457.627274,-802.947438,0.000000,0.000000,345.320164,0
0x2345e0196bb6d06ab65cb7158a3221e8b3d41b1109f7686afda3d0b4eec29082,Sports,51100752855604185960461786562317578188202646649344681296864030961610616930590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0xe90cae7d0f1c6074a0396a9d290f6c4cd023b1a3b8f0505c24088e831efc60f2,Sports,42901501970388982144903892170757097007692260813309339386864868951158166041858,20.000000,20.000000,8.200000,20.000000,0.000000,0.000000,20.000000,0.000000,0
0x2ab0bba9857e7aa06d85acfe7edf9ee1243d539c7cf125b8e631f2f7d27dd174,Sports,10018169641338925834312109869388393102977684043980457031206942958132602169781,40.000000,40.000000,27.600000,40.000000,0.000000,0.000000,40.000000,0.000000,0
0x0cfd0e280d309b901fe092e73dc978b3f20184c0e455354cb12ebaf9d506f9ce,Sports,27934944013655631998688196602690814606561592207738399510403565676656323006785,0.020000,0.020000,0.008000,0.020000,0.000000,0.000000,0.020000,0.000000,0
0x896f219566ba3cf63d827f7fd5901027d082698a04e58d98212a7a6696731433,Sports,37547718639302270163137931633110473954911098920354013193203079866778657057930,60.000000,40.000000,31.600000,20.000000,40.000000,20.000000,20.000000,0.000000,1
0x553438f8cd98ff35a0fc365c4dec7dc1a2c4876ab0cc309e7a7826e172e5ad7c,Sports,28833338043742316900651497433833816827862952593088981059793035711732385652866,40.000000,0.000000,23.000000,0.000000,40.000000,0.000000,0.000000,40.000000,0
0x2adde2bbb987f42caf069e26604d5884840941036c95e7054ba75c50416be004,Sports,14869595582996834985508807706256839956152296884051455786634593737438401089349,358.692536,174.300000,167.629537,174.300000,184.392536,174.300000,0.000000,10.092536,1
0x59146193092e473f3d883f85202bd193a19f498b1a33588d55dfc17518230db9,Sports,52544730436829768730365160948265700897404458547652060100842697177247775167020,20.000000,0.000000,13.400000,20.000000,0.000000,0.000000,0.000000,20.000000,0
0x35b46e8fa82780e69b2b4ca15b5351ec47ce629a00f20a0c5a99e4e31c7f567c,Sports,39845484025984911605641243347479725662718190089866307053812518381392494852917,101.752334,60.000000,45.321037,41.752334,60.000000,41.752334,18.247666,0.000000,1
0xd0670a58945233aa10c1fece67754446bf41a25459bf91d40eeddfd8f0610dbc,Sports,90443837119416267238399348158988579941987280424886144328005763130999486548331,320.090000,160.000000,155.809900,160.000000,160.090000,160.000000,0.000000,0.090000,1
0x21416547dee9ea6d1d944870081ca62052b3e9783aa86799c4cba0ee4e5f6045,Sports,103219400220123169831102277104617304801113041966676114442075625197408195724504,418.114045,220.124045,206.758647,220.124045,197.990000,197.990000,22.134045,0.000000,1
0x9ed6192e3fef595ad6cb4c6978e794008b15b5ec84ec23aa48d9940e701ff940,Sports,71620727144892545002646454624855003484097646778489727196426543425682703120478,70.000000,0.000000,16.800000,70.000000,0.000000,0.000000,0.000000,70.000000,0
0x2b27adc4660bb9076105c04fd329050a4fb65f1ea5c75c11e48be8900222c732,Sports,54524721703809034809710570309141399944450985361499197642694781347299506172303,152.642844,46.833332,44.802855,46.833332,105.809512,46.833332,0.000000,58.976180,1
0x9ed482368b48ac062e56706dff27e313b96ac8326b198fbfecd6e4ae0e3b94f4,Sports,21440552578468901733213292065296345101177832192779913624415743033933154021867,188.121216,78.140625,92.219319,109.980591,78.140625,78.140625,0.000000,31.839966,1
0x53ad9665be4dc1508536b32fb6f243451b2d668f9753c565a48c962283fbd9f5,Sports,94736417920081180382519249206462466663227353212901384740775729229910815357262,112.876588,85.150000,62.716094,27.726588,85.150000,27.726588,57.423412,0.000000,1
0x27ce55630cf62754603d9d93efb18e17fb8637991d01c3b1ffc537ae67990e85,Sports,95215520253755018086648243540467806627255702064768525980700840898460121381630,19.995000,19.995000,13.596600,19.995000,0.000000,0.000000,19.995000,0.000000,0
0xdeebb5759a8189ec253959a05feb3b5dca0728fcd20be9ed15d5664c85cdf027,Sports,63340589739482500401437414130994404496631608125878038115034881614385745726474,647.813375,368.280618,264.744738,279.532757,368.280618,279.532757,88.747861,0.000000,1
0xba8012f372aa192bee18a5ce8cea8a7677f591ef2efdcbd41cfc8f8367c10398,Sports,75953368527037818706578882827596304711352402891282246695324933260495872924282,20.000000,0.000000,15.000000,0.000000,20.000000,0.000000,0.000000,20.000000,0
0x549e2e25921dfb868ef4e9ebbbdca78a356d5ef1101b7f1a9f0a703c2d103f4d,Sports,26858473764566573643118740176066006832560568478116149444496814038035084227349,100.000000,80.000000,64.600000,80.000000,20.000000,20.000000,60.000000,0.000000,1
0x47f7516c6623d815d7a0e92d8d9c92e6a6dded8e46d695f27d5ba55d5686c489,Sports,29460207997081093951042315579186549982878258611568611661788064724474839714548,14.613750,0.000000,5.260950,0.000000,14.613750,0.000000,0.000000,14.613750,0
0x1722c194bfd09ff81a94c86ea99995b136369d8d8d7485b97034f6a08a9c2ef0,Sports,114727938097278968773200922373434681153432414210923573363018553744912487737428,411.130463,158.755347,152.590269,158.755347,252.375116,158.755347,0.000000,93.619769,1
0xa8d9dd5b7a8b930c28f94b4baa7e82198fe601e2224040bffc6cf1cb2618fcf7,Sports,48502678910354879105540072204716360368040906765960233158200792796645212104662,109.990644,70.000000,54.296445,39.990644,70.000000,39.990644,30.009356,0.000000,1
0xec890689fd33b106e93c4fa925760a3e9bd593cd33e0ac586d0154a0536bfd28,Sports,63604684036619577731713140865791225394615581412611404878873665818014780472744,83.210235,83.210235,50.766639,83.210235,0.000000,0.000000,83.210235,0.000000,0
0x407a15d0a1643d217e6fbe31130304e4cd9ce58ca5e1c7c123448d1f0e906a38,Sports,1260621810086315715921113952988397864616401494121530744521021059738110734337,2.871569,2.871569,1.170895,-0.000000,2.871569,0.000000,2.871569,0.000000,0
0x4df7c72ee1a831239163f5078b182d1583782a2f5b1653816148759088ea454f,Sports,98065571490379412626108906637974410766223999637311216396565132170976650858844,60.000000,0.000000,21.120000,60.000000,0.000000,0.000000,0.000000,60.000000,0
0x917ad2057157626e5cd426042650226ba7fcbff9ec739a2cb0e99b44295a5e58,Sports,32423574696192643875357689174232213492412341472552215447732317512883940684834,16.433350,16.433350,9.524392,0.000000,16.433350,0.000000,16.433350,0.000000,0
0x38ec23ef03eae127bf4c710160ef6208ef07a97cbe2d4af15536eed59fbbf3c6,Sports,85081759736680358360703508653299626461943590665475008050061716576026661691695,56.991760,0.000000,15.597056,56.991760,0.000000,0.000000,0.000000,56.991760,0
0x05c28ab7a8cf958f01887c7b6fabe4abb59f4664cae52c09ee16e8c4dba0aaee,Sports,44534261476293062216765383805397983198266180968372876724715473669735343331821,58.298873,58.298873,52.611494,58.298873,0.000000,0.000000,58.298873,0.000000,0
0xbc717fa17ab9c9bd394fa398b20d7aa7bfa9f87d6174347297e7bb8a513e0094,Sports,78611200319481508804166291893660814196660983386603176976935596979369964653201,229.485500,52.420000,100.598306,177.065500,52.420000,52.420000,0.000000,124.645500,1
0xe5c3f57158f79a3904b88d7556ede4b1e9945d28dcac76c824724b952a2f19b7,Sports,34585308740319392643770400758615995029743718964544937785772161872872202164052,886.800415,703.430415,577.704122,183.370000,703.430415,183.370000,520.060415,0.000000,1
0x1d2696bf021e91ce26b101d59d33a379278b26f92ca8a0f4bf2a48ea56b0f71b,Sports,3683512444794484112031145330980041951729632342137881803278708670320278042614,121.720000,75.840000,66.999200,45.880000,75.840000,45.880000,29.960000,0.000000,1
0x24a8995193d0324c48692c0a64f76f5b311c7363c9f7512425c46cede22b121d,Sports,105788788425214700976260629665536902664081328006246843692782225764004661119882,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0xa099122757081f0a42babc7ce0f452f5703aaef6d5b02863d181896a19ae4546,Sports,39237015200517420017348729009503823064901256182336066382282828786323990536589,23.448273,0.000000,6.848275,0.000000,23.448273,0.000000,0.000000,23.448273,0
0x4e200592a5fb0d38ab7afcca470b8fc0edf3d4c5fbeb01dd218305a5bda81773,Sports,10498385875111095918588553814577293477608452333210539814903838812013931374773,42.955881,42.955881,26.501802,0.000000,42.955881,0.000000,42.955881,0.000000,0
0x181b79265d6a920f0d2506450a8229c8c9967fce6ee422616d3f5b82ad05267b,Sports,72954593146396826077437648920522822756807437061596437225366989473051652384134,1272.775535,643.481347,414.489572,629.294188,643.481347,629.294188,14.187159,0.000000,1
0x6e7b321dac537b361977c72147a1096f283b2739c21dcdfa82e951d71cec1a15,Sports,51462851415722361474091440009405459718769716745775979049959710531010310742968,1.634544,0.000000,0.915345,1.634544,0.000000,0.000000,0.000000,1.634544,0
0xa1509c0496174415e9569033902ad2cebeeb0961bcdaa44a55d56acae3e4dc67,Sports,18438848765279175678038374194042595890260384313563097757265817694761614802512,182.140832,106.770832,103.357863,75.370000,106.770832,75.370000,31.400832,0.000000,1
0x5a0149ddd6034b745145bced3b1fd2452202cb2f1fe1cdb0b1f604958df2b325,Sports,41056431479788447116540508515548653589596702185555477492458766278687968803225,735.578492,319.988177,325.913729,319.988177,415.590315,319.988177,0.000000,95.602138,1
0x0b9a9f98931dcb8d0648a0ee9c1b9ae72510134537d732bf5553536ce27d9237,Sports,44740718102821451447514306455333751563448592929932424539003170675763260522498,120.000000,60.000000,60.800000,60.000000,60.000000,60.000000,0.000000,0.000000,1
0xc68d0bc26a33e90a1f4652ede8af50d30965c72d842ba8cf86268f99122594cd,Sports,9057382374395853478498833444715905093521572777956778663709336362622653520652,23.000000,3.000000,2.480000,3.000000,20.000000,3.000000,0.000000,17.000000,1
0x67fd113949971cb8c9fe960d266e1f5e1340519713140f6a43024136fc93fe19,Sports,103094659080449127616921487176737206000879154233903125418462262994496653879606,65.460000,65.460000,26.651571,65.460000,0.000000,0.000000,65.460000,0.000000,0
0x6e8eca51664439a1ee99707551b19c8bcc442f548d62916a1cad62a7c153485d,Sports,85543600763061113535196133345722591480792108360264464836900245091849783353127,20.000000,0.000000,8.000000,20.000000,0.000000,0.000000,0.000000,20.000000,0
0x8d303de2bc2c4deb22c722de4da86ad497499d9152f65a2de4abacd08c50e26e,Sports,98110937904257072400221586110051589737174869546530771103120900129201189644883,69.230000,0.000000,40.845700,0.000000,69.230000,0.000000,0.000000,69.230000,0
0xc910d93014db501f10865865a846be995d4263453f3536bba51868c0da9e18ad,Sports,78826029740594618811626426668195605231650746962770023182831414145027696936894,8.888887,0.000000,4.888888,0.000000,8.888887,0.000000,0.000000,8.888887,0
0x4e1a65e45f611724af97d5968989a10a8f60e7d14827a5d5c2090b5da39ec440,Sports,42741737381837536482045379918832878069060539715105559869910942832467349342750,118.000000,0.000000,25.340000,118.000000,0.000000,0.000000,0.000000,118.000000,0
0xd0eda288c290bd1ada34bc01c806560ae86036f328dd5b4527a7e05148420faa,Sports,94885222873926343706908541438150736184831009564818029010772856699415630060650,14.285713,14.285713,13.285714,14.285713,0.000000,0.000000,14.285713,0.000000,0
0x679c4a19a0547718efe479ec75f9f59f93203efe25382060855c115fb9b3f5c0,Sports,44323573130631550338668358047730261678553330251612034958628207759451753380004,170.000000,170.000000,81.804000,0.000000,170.000000,0.000000,170.000000,0.000000,0
0xc086ade0e24b9d8d1a70f19894dcfa6c79264124e82943f8fb58ed6e73e502d7,Sports,111338458495893670807680632483128097138089794165069928463934594030197235394183,67.417160,0.000000,21.255169,0.000000,67.417160,0.000000,0.000000,67.417160,0
0x1dc1d49cbffdf08e671b5ec1de47bef20b5c3e1abede38ce2194bff6a5c0967f,Sports,41162048688654644736483995558415467978533494570467009069417107261264340671033,5.405404,5.405404,3.405405,0.000000,5.405404,0.000000,5.405404,0.000000,0
0xda16bb5a854a3d066ce062fc2188c37e6454f00573e9450e5a3df8b7d5d292f2,Sports,20034830440400661969940977203465315246444304255557276017495696082813153611881,84.232557,0.000000,9.512558,84.232557,0.000000,0.000000,0.000000,84.232557,0
0xec1b5a5fa2c8ca5e71673e2198eb464748f77906efff6992d0588424df14e4fb,Sports,63257023360711363777836762047242528081162618084405348861592286729588351355453,16.663200,0.000000,0.333264,0.000000,16.663200,0.000000,0.000000,16.663200,0
0x0f34c544422ae494f31861a84345b42cfd21bca5076fa977c85d12d424e914dc,Sports,16556038884394507664367872416199517851756270265026243795425263548600753630204,125.359993,0.000000,47.636798,125.359993,0.000000,0.000000,0.000000,125.359993,0
0x1a436244c4ea4914f7463fcbc1317669177fcf9b5587891add530833b0a56ffb,Sports,88359519781926032214074748490915599167508393981001577198949505054323885396410,28.545400,0.000000,6.385454,0.000000,28.545400,0.000000,0.000000,28.545400,0
0xb511f51210607fdea5ea042eb69711e5dd5438e410ec733f1ef1a9c1c550a950,Sports,7549770222728867769280253128871149683394515760979629646767245750252262894264,39.300000,0.000000,2.189571,39.300000,0.000000,0.000000,0.000000,39.300000,0
0x57b634fe421b49ad2ca1a8ca801fc7b0a6a0ffd954996308e76674f087acba68,Sports,47778436490417064633714294037997913630054301708572880554514512322345869130875,304.267828,0.000000,205.916859,304.267828,0.000000,0.000000,0.000000,304.267828,0
0x51db82d37d4a76663cd59a95447103ce6397fe76e269a1280dd41819c68aaed8,Sports,86711349076835158577265938711324558378025315704645265188053898234247551351569,15.112023,15.112023,5.356312,0.000000,15.112023,0.000000,15.112023,0.000000,0
0xe18752b719f855476397594c7ab79b6692eaf83414db99c6f13ff621db7f483a,Sports,20244266142668820306306630929124916185443527809517150480234643028164542626094,149.991938,0.000511,111.094022,0.000511,149.991427,0.000511,0.000000,149.990916,1
0x192c5bd32956cff121b71f7904faa2b48c40882f53139cfaa6f83de3ea39fe91,Sports,67939785992283835583162983697949223635668363554236918061657017381684998527624,20.000000,20.000000,11.400000,0.000000,20.000000,0.000000,20.000000,0.000000,0
0xa3c1d401a384e983ac4f2d27101d22ae8d668b65b06bf5dd2150758167fcfcc8,Sports,1291976115718111904992129707282497549557244357065794092456797259821239872594,6.197366,0.000000,3.001380,0.000000,6.197366,0.000000,0.000000,6.197366,0
0x4209f35294c3564777c80b21ff1787012f3ae9161732c9943951498b6fd504dd,Sports,87414093114688782549508130545447360256762686337622266386384531252966243624330,117.000000,117.000000,46.942538,0.000000,117.000000,0.000000,117.000000,0.000000,0
0x51a45e37e0e50b645ff2ddd38055e3bf6a3b453692a3ab7b7569e4bbd4b77c5d,Sports,73195334142686188014660844813256563673144214888561930846572986638453045006705,10.000000,10.000000,6.300000,10.000000,0.000000,0.000000,10.000000,0.000000,0
0xf153ebd04cac2913148e0570bac523aa5389f78cf5b370d33d58dcd86c700094,Sports,19642449891126169168055126461254525231584042511104609400610054016851450587636,58.333332,58.333332,44.333333,0.000000,58.333332,0.000000,58.333332,0.000000,0
0xe3de4ec2d107a5665305a7f503d5b76f551361793d3df86a546cc0f1e7906307,Sports,36490148571366314725726720416548876037837883822444722068563991920279089451631,2.564101,2.564101,1.564102,0.000000,2.564101,0.000000,2.564101,0.000000,0
0x300797e988b2341435ea6a21dce2cd357595f4ca6ad211d40f082f8b2ce45dc2,Sports,51594972817242291247145861047476060612489916742293101995206729244366831991584,1011.138104,468.255293,531.010812,542.882811,468.255293,468.255293,0.000000,74.627518,1
0x06bea12aa1d85c0223e59df635bc0fc349d4d903fdcc411ebc52ab39384895cf,Sports,7654235000766856023229936118928262076387062829137190456153466766850881459081,1524.934699,704.474699,706.947902,704.474699,820.460000,704.474699,0.000000,115.985301,1
0x497c31fc0ecf64b5e41506b70762bccb5dc895f4a2f20e289e6f1f54c4f2139d,Sports,90793351067080756448669890164740207827140003470726788839408817687179908670962,361.919265,201.928865,97.198367,201.928865,159.990400,159.990400,41.938465,0.000000,1
0x945bc389045cedc852ede2c785fb77e4880b0cd7ab1d4e8b252b3dc00814c9e1,Sports,98745966772543683020436277846134760803999327324686125368853638338090676305705,2.597400,0.000000,0.597402,0.000000,2.597400,0.000000,0.000000,2.597400,0
0x97848d3c44fd6d27172f6f564f3a6b38148de8af1744b1a7f2b4be06290880dc,Sports,83513485530549978673067325749037114866270513263267176300886356051657112341310,15.600000,15.600000,6.708000,15.600000,0.000000,0.000000,15.600000,0.000000,0
0x88675126947d72020ad03f891cc9e51fff5f8a8c869bb4f6e0f6f99469c0c6fe,Sports,24670789826512096137283281262615468628814199806103687256029744371268452356055,52.812500,52.812500,38.012500,52.812500,0.000000,0.000000,52.812500,0.000000,0
0xfd126dbe52d26b4be58b92b62cc74b8e12ce7261b5112cf87b709c06346a4a6d,Sports,18992582886875346075431965546083428126506661109263455408653558533096725365899,20.000000,0.000000,4.600000,0.000000,20.000000,0.000000,0.000000,20.000000,0
0x5904ad63ea83ce2edbda279ee7ddf4857fb16825c5fbaf251493c94683e04f6a,Sports,39125738721803226152324112784002707462498888166039087186328277384678728364981,50.000000,50.000000,20.090909,0.000000,50.000000,0.000000,50.000000,0.000000,0
0x4fdd7e76922187e362e41bceb238b338d07dd736607efa1aeb2357312b40044a,Sports,46836413889837578251991234531267037630197448013787599899642475722441896369396,84.000000,84.000000,27.066667,84.000000,0.000000,0.000000,84.000000,0.000000,0
0xc567e58356c82b97e0f2327a65ad235ed2da9fd6a01a7275197682bcd510dfe2,Sports,20718170493036920281334473924540002815444917402495262775730514540429321600275,155.217387,0.000000,20.833024,155.217387,0.000000,0.000000,0.000000,155.217387,0
0x8620dce1014a75798c4db7e82336e0214edce39bf96b8877ae8895918fadb26d,Sports,74402642225850139175182029428489240271601971547992296119435947311725820264491,11.896489,0.000000,4.035751,11.896489,0.000000,0.000000,0.000000,11.896489,0
0x8d61b1721502922a5e81aa3c6f03847b043ba3563308fa685ed77087b0e0dc4a,Sports,5158465234195472003087181839800875015933072052001516414689878942772311542755,58.985832,58.985832,45.429233,0.000000,58.985832,0.000000,58.985832,0.000000,0
0x8fcb0ea92bdff5807ff2c1f3a79eb74974f2d32ae74029357ea72b74235aae66,Sports,7965817988338315551379008244372227230289641784212189104553325231027310733329,157.055564,0.000000,9.154108,157.055564,-0.000000,0.000000,0.000000,157.055564,0
0xa5eebf885fc2f0de5f1ef755d32512a48eac80cf778f0161dd68d352b10fe45f,Sports,89767143015112019360000817762593776048738616572025509990837107476784807773221,127.515760,0.000000,7.040618,127.515760,0.000000,0.000000,0.000000,127.515760,0
0x42b321d25d2dfd744964886138f96cad37af89ce5d99290150f98196e6c042b3,Sports,90970291259027020824950893468838897133788240441495398650314095929302357057188,127.156404,0.000000,6.046432,127.156404,0.000000,0.000000,0.000000,127.156404,0
0x42778a940258503ee75e9107e65b6a0c3a09fb8db128d3fade3dd5ca3e658bf2,Sports,1485037716877280547781681952556859239994695770304389118300787054644740028722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
0xeb11edd2a7715869f822d40ac36d6e89c36671ac3b3194da14160022311f0967,Sports,64130923031528706332878286053959453878210824363350680567368483962033086456756,108.796440,0.000000,30.640443,108.796440,0.000000,0.000000,0.000000,108.796440,0
0x4961b3226ddd1a749c6eab30cab8ac67003df8afb7677abefc9fd478bde221c7,Sports,80575101994687440309181804139042951192050485737967991755648616639123319174696,10.000000,10.000000,9.100000,10.000000,0.000000,0.000000,10.000000,0.000000,0
0xbab973f427549e8ccdb387120b5e59c21d4b9df232f1a57628b30cd6df76e44c,Sports,11965551459752771299897038526422195510469616369342740781295601028508535654432,162.764283,0.000000,30.570887,0.000000,162.764283,0.000000,0.000000,162.764283,0
0xdeec503a0e6ca794e5e91140863665591532d2c440dce588172655b725b43040,Sports,94813222723869276960021932757126124525097354101553750810476108169880983083964,56.360475,0.000000,8.244345,0.000000,56.360475,0.000000,0.000000,56.360475,0
0x81edd9608d270848e4c572d240ffa38419e020b4075c1f529e91bf650f1e2bf5,Sports,14237956393650531991362649229987407677352780377303463469443659601255737364916,11.000000,11.000000,4.821667,11.000000,0.000000,0.000000,11.000000,0.000000,0
